"CODE_OF,C,4","LIB_OF,C,30","CODE_G,C,2","LIB_G,C,15","CODE_D,C,2","LIB_D,C,25","CODE_C,C,2","LIB_C,C,25","CATEGORIE,C,1"
2298,BEN MUSTAPHA RIM,14,SOUSSE,13,ENFIDHA,,,A
 902,BEN ZAID MONCEF,14,SOUSSE,06,HAMMAM SOUSSE,,,A
 907,BOUKEF RAJA,14,SOUSSE,06,HAMMAM SOUSSE,,,A
 923,ERNEZ FATMA EP BEN ZAIED,14,SOUSSE,06,HAMMAM SOUSSE,,,A
 925,FERJANI TAOUFIK,14,SOUSSE,06,HAMMAM SOUSSE,,,A
 934,HACHICHA JAMIL,14,SOUSSE,06,HAMMAM SOUSSE,,,A
 937,JABNOUNE WIDADE EP.BEN HASSINE,14,SOUSSE,06,HAMMAM SOUSSE,,,A
 961,ZBIDI SAMIR,14,SOUSSE,06,HAMMAM SOUSSE,,,A
1368,BEN SLIMANE MARIEM EP KRIFA *,14,SOUSSE,06,HAMMAM SOUSSE,,,A
1576,OUAHADA FERIDA EP HIDHILI,14,SOUSSE,06,HAMMAM SOUSSE,,,A
1902,DALY HATEM,14,SOUSSE,06,HAMMAM SOUSSE,,,A
2102,BEN AMOR FEHIMA,14,SOUSSE,06,HAMMAM SOUSSE,,,A
 948,MANCHOUL SALEM,14,SOUSSE,10,HERGLA,,,A
 891,BEN AMEUR BALKIS EP ROSTOM,14,SOUSSE,09,KALAA KEBIRA,,,A
 899,BEN SAAD KHELIL,14,SOUSSE,09,KALAA KEBIRA,,,A
 906,BOUKADIDA OLFA,14,SOUSSE,09,KALAA KEBIRA,,,A
 915,CHEBIL DIT ZLASSI HOSNI,14,SOUSSE,09,KALAA KEBIRA,,,A
 930,GUEDOUAR ABDALLAH,14,SOUSSE,09,KALAA KEBIRA,,,A
 949,MANSOUR SAMIR,14,SOUSSE,09,KALAA KEBIRA,,,A
1734,BEN SLIMENE ABDERRAHMAN,14,SOUSSE,09,KALAA KEBIRA,,,A
2178,MECHKENE HABIBA,14,SOUSSE,09,KALAA KEBIRA,,,A
 943,KSOUDA BOURAOUIA,14,SOUSSE,07,KALAA SGHIRA,,,A
 956,SRIDI TAHA,14,SOUSSE,07,KALAA SGHIRA,,,A
 962,ZORGATI JALILA EP KHEFACHA,14,SOUSSE,07,KALAA SGHIRA,,,A
1649,M'ZABI ASMA EP ERNEZ,14,SOUSSE,07,KALAA SGHIRA,,,A
2142,BELHAOUANE SAOUSSEN,14,SOUSSE,07,KALAA SGHIRA,,,A
 887,ATTIA MAHMOUD,14,SOUSSE,12,KONDAR,,,A
2051,NASR RADHOUANE,14,SOUSSE,12,KONDAR,,,A
 886,RZIGA JAOUHAR,14,SOUSSE,04,M'SAKEN,,,A
 890,HAMIDA MAKREM,14,SOUSSE,04,M'SAKEN,,,A
 892,BEN CHERIFA MOHAMED ANOUAR,14,SOUSSE,04,M'SAKEN,,,A
 896,ATROUS SALEM,14,SOUSSE,04,M'SAKEN,,,A
 905,BOUHLEL MOHAMED,14,SOUSSE,04,M'SAKEN,,,A
 909,BOURAOUI NABILA,14,SOUSSE,04,M'SAKEN,,,A
 913,CHAKIR ALI,14,SOUSSE,04,M'SAKEN,,,A
 933,HACHICHA AHMED,14,SOUSSE,04,M'SAKEN,,,A
 935,JAIDANE NEILA,14,SOUSSE,04,M'SAKEN,,,A
 942,KRIFA FARHAT,14,SOUSSE,04,M'SAKEN,,,A
 946,MAGROUN KAOUTHER HOUDA,14,SOUSSE,04,M'SAKEN,,,A
1982,HAMILA SOUMAYA,14,SOUSSE,04,M'SAKEN,,,A
2236,REJICHI NEJLA,14,SOUSSE,04,M'SAKEN,,,A
 951,METHAMEM FAOUZI,14,SOUSSE,11,SIDI BOU ALI,,,A
1783,BACHA AHLEM,14,SOUSSE,11,SIDI BOU ALI,,,A
 888,LIOUANE HEDI,14,SOUSSE,05,SIDI EL HANI,,,A
2118,IVANOVS'KA OLINA,23,TATAOUINE,06,BIR LAHMAR,,,A
1846,TRABELSI SAMI,23,TATAOUINE,05,DHEHIBA,,,A
 974,LAMAYRI MOHAMED ALI HEDI,23,TATAOUINE,03,GHOMRASSEN,,,A
 977,ZAKARIA RADHOUANE,23,TATAOUINE,03,GHOMRASSEN,,,A
1552,ALJENE LATIFA EP ALJENE,23,TATAOUINE,03,GHOMRASSEN,,,A
1852,JEMAI ADEL,23,TATAOUINE,04,REMADA,,,A
1794,CHAOUAT ABDELMAJED,23,TATAOUINE,07,SMAR,,,A
 970,DERBEL MOHAMED BECHIR,23,TATAOUINE,02,TATAOUINE NORD,,,A
1551,GAMMAR MABROUKA,23,TATAOUINE,02,TATAOUINE NORD,,,A
1851,EL MADANI SALAHEDDINE,23,TATAOUINE,02,TATAOUINE NORD,,,A
1876,EL AOUEL M'BARKA  EP HYDRA,23,TATAOUINE,02,TATAOUINE NORD,,,A
 966,ABDENNOUR ABDELMAJID,23,TATAOUINE,01,TATAOUINE SUD,,,A
 969,CHAHED MAHMOUD,23,TATAOUINE,01,TATAOUINE SUD,,,A
 971,DHOCCAR MOKHTAR,23,TATAOUINE,01,TATAOUINE SUD,,,A
 972,FRIAA HAYDER,23,TATAOUINE,01,TATAOUINE SUD,,,A
 975,MLAYEH MEHDI,23,TATAOUINE,01,TATAOUINE SUD,,,A
 976,TRAB KAMELEDDINE,23,TATAOUINE,01,TATAOUINE SUD,,,A
1375,ZINE NAIMA,23,TATAOUINE,01,TATAOUINE SUD,,,A
1452,CHEHBANI TAIEB,23,TATAOUINE,01,TATAOUINE SUD,,,A
1742,ESSALAH FETHIA,23,TATAOUINE,01,TATAOUINE SUD,,,A
 979,HALIOUI WASSIM,19,TOZEUR,02,DEGUECHE,,,A
 987,CHAMEKH BRAHIM,19,TOZEUR,02,DEGUECHE,,,A
1806,BEN HMIDA SOULAF,19,TOZEUR,06,HAMET JRID,,,A
2059,HOBBI SAMIA,19,TOZEUR,05,HAZOUA,,,A
 980,KCHINI FAIZA,19,TOZEUR,04,NEFTA,,,A
 983,DHOUIBI BOUTHEINA,19,TOZEUR,04,NEFTA,,,A
1604,EL MKACHER NABIL,19,TOZEUR,04,NEFTA,,,A
1659,OULED BELHEDI SAIEB,19,TOZEUR,03,TAMAGHZA,,,A
 981,MANITA ALI,19,TOZEUR,01,TOZEUR,,,A
 982,BOUATTOUR MOHAMED HICHEM,19,TOZEUR,01,TOZEUR,,,A
 984,CHERMI AIDA,19,TOZEUR,01,TOZEUR,,,A
 985,KADDACHI MONCEF,19,TOZEUR,01,TOZEUR,,,A
 986,GARCI MONIA EP BOUATTOUR,19,TOZEUR,01,TOZEUR,,,A
2097,BENI DAOUD RIDHA,19,TOZEUR,01,TOZEUR,,,A
1115,HALIOUI MONIA,01,TUNIS,21,CARTHAGE,,,A
1124,HENCHIRI MOURAD,01,TUNIS,21,CARTHAGE,,,A
1170,MILED BASSEM,01,TUNIS,21,CARTHAGE,,,A
1177,NAJJAR LOTFI,01,TUNIS,21,CARTHAGE,,,A
1202,TAIEB ABDELWAHEB,01,TUNIS,21,CARTHAGE,,,A
1405,BEJI HANIFA MONIA,01,TUNIS,21,CARTHAGE,,,A
1028,FENDRI MERIEM,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
1121,HASNAOUI MONIA,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
1145,LAATIL TAMBOURA INSAF,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
1172,MILI MEHREZ,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
1219,JARRAY ABDELMAJID,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
1379,KAMMOUN BESMA,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
1400,JERBI OUAHIBA DALEL EP JEMLI,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
1831,LAKHOUA RIM,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
1892,JEMMALI MOHAMED ABDELHAMID,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
1897,ZAHAF SAFOUANE,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
1989,BEN TANFOUS NEBIHA,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
2158,KECHAOU MOHAMED GHAZI,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
2159,BEKDACHE ASSIA,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
2225,MESSAOUDIA YASSINE,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
2257,ALOUI JALEL,01,TUNIS,03,COMMUNE SIDI HESSINE,,,A
 988,BEN MARZOUK BASSEM,01,TUNIS,02,COMMUNE TUNIS,,,A
 989,JALEL  ABDALLAH,01,TUNIS,02,COMMUNE TUNIS,,,A
 990,ABDELMOUMEN SLAHEDDINE,01,TUNIS,02,COMMUNE TUNIS,,,A
 991,ABDENNADHER MOHAMED RAMI,01,TUNIS,02,COMMUNE TUNIS,,,A
 992,AJOUA AHMED,01,TUNIS,02,COMMUNE TUNIS,,,A
 993,ALJENE MOHAMED,01,TUNIS,02,COMMUNE TUNIS,,,A
 994,ALOUINI AKIL,01,TUNIS,02,COMMUNE TUNIS,,,A
 995,AMRI NEE ACHOUR SOUAD,01,TUNIS,02,COMMUNE TUNIS,,,A
 996,FOURATI MEHDI,01,TUNIS,02,COMMUNE TUNIS,,,A
 997,AOUINI BERRICHE AROUA,01,TUNIS,02,COMMUNE TUNIS,,,A
 999,PARMACIE REKIK,01,TUNIS,02,COMMUNE TUNIS,,,A
1001,AZZOUZ MOHAMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1002,BAHRI KHALED,01,TUNIS,02,COMMUNE TUNIS,,,A
1003,KARRAY TAREK,01,TUNIS,02,COMMUNE TUNIS,,,A
1006,BEJAR MOUNIR,01,TUNIS,02,COMMUNE TUNIS,,,A
1008,BEL HADJ ALI SAMIR,01,TUNIS,02,COMMUNE TUNIS,,,A
1009,BEL HADJ AMMAR TAOUFIK,01,TUNIS,02,COMMUNE TUNIS,,,A
1010,EL MOUDIR MOLKA,01,TUNIS,02,COMMUNE TUNIS,,,A
1011,BEL HADJ YAHIA MONCEF,01,TUNIS,02,COMMUNE TUNIS,,,A
1013,BEL KAALOUL AHMED MOHAMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1014,BEL KACEM SLAH,01,TUNIS,02,COMMUNE TUNIS,,,A
1015,BEL KADHI MONCEF,01,TUNIS,02,COMMUNE TUNIS,,,A
1016,KARRAY HOUSSEM,01,TUNIS,02,COMMUNE TUNIS,,,A
1017,BELKHAHIA BOUCHOUCHA LEILA,01,TUNIS,02,COMMUNE TUNIS,,,A
1019,BELLAGHA THAMEUR KAOUTHER,01,TUNIS,02,COMMUNE TUNIS,,,A
1020,BELLIL NOUREDDINE,01,TUNIS,02,COMMUNE TUNIS,,,A
1021,BEN GHOZZIA NESRINE,01,TUNIS,02,COMMUNE TUNIS,,,A
1022,AMOUS MOHAMED CHEDLY,01,TUNIS,02,COMMUNE TUNIS,,,A
1023,BEN ABDERRHMEN FAIZA,01,TUNIS,02,COMMUNE TUNIS,,,A
1024,OUAHCHI MEHDI  AMINE,01,TUNIS,02,COMMUNE TUNIS,,,A
1025,BEN AYED SALWA EP KTARI,01,TUNIS,02,COMMUNE TUNIS,,,A
1026,BEN FREDJ SAMIHA,01,TUNIS,02,COMMUNE TUNIS,,,A
1029,BEN GHACHEM MOHAMED LOTFI,01,TUNIS,02,COMMUNE TUNIS,,,A
1030,TOUMI AIDA,01,TUNIS,02,COMMUNE TUNIS,,,A
1031,ABID MOHAMED ALI,01,TUNIS,02,COMMUNE TUNIS,,,A
1032,MASMOUDI MOHAMED WALID,01,TUNIS,02,COMMUNE TUNIS,,,A
1033,BEN HAMIDA FATMA,01,TUNIS,02,COMMUNE TUNIS,,,A
1034,BEN HAMMADOU MOHAMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1037,BEN KHEDHER BEN NEJI SOUKEINA,01,TUNIS,02,COMMUNE TUNIS,,,A
1038,MELLOULI MAHMOUD,01,TUNIS,02,COMMUNE TUNIS,,,A
1039,BEN LAMINE DALY RADHIA,01,TUNIS,02,COMMUNE TUNIS,,,A
1040,EL ASMAR ABDESSATER,01,TUNIS,02,COMMUNE TUNIS,,,A
1041,BEN MAHMOUD LILIA,01,TUNIS,02,COMMUNE TUNIS,,,A
1042,BEN MANSOUR HICHERI LATIFA,01,TUNIS,02,COMMUNE TUNIS,,,A
1046,BEN SALEM ANOUAR LANDA,01,TUNIS,02,COMMUNE TUNIS,,,A
1047,BEN TKAYAT ABDELKERIM,01,TUNIS,02,COMMUNE TUNIS,,,A
1048,BEN YAHIA HABIB,01,TUNIS,02,COMMUNE TUNIS,,,A
1049,BEN AYED KHANSA EP BEN HASSINE,01,TUNIS,02,COMMUNE TUNIS,,,A
1050,BEN YAHMED AIDA EP. B NACEUR,01,TUNIS,02,COMMUNE TUNIS,,,A
1051,BEN YAHMED MONCEF,01,TUNIS,02,COMMUNE TUNIS,,,A
1053,BEN ZINA SLIM,01,TUNIS,02,COMMUNE TUNIS,,,A
1054,BENNOUR DALENDA,01,TUNIS,02,COMMUNE TUNIS,,,A
1055,BESBES SAMI,01,TUNIS,02,COMMUNE TUNIS,,,A
1057,KHEMIRI LASSAAD,01,TUNIS,02,COMMUNE TUNIS,,,A
1058,BOUASSIDA NOUREDDINE,01,TUNIS,02,COMMUNE TUNIS,,,A
1060,BEN ISMAIL MALIKA EP CHELBI,01,TUNIS,02,COMMUNE TUNIS,,,A
1061,MILADI SONIA,01,TUNIS,02,COMMUNE TUNIS,,,A
1062,BOUZAYEN MILED NEFISSA,01,TUNIS,02,COMMUNE TUNIS,,,A
1063,KHABTHANI OMAR,01,TUNIS,02,COMMUNE TUNIS,,,A
1064,BOUZOUITA MOHAMED ALI,01,TUNIS,02,COMMUNE TUNIS,,,A
1065,BOUZOUITA MOUFIDA,01,TUNIS,02,COMMUNE TUNIS,,,A
1066,CHAABOUNI MOHAMED ADEL,01,TUNIS,02,COMMUNE TUNIS,,,A
1067,CHABBAH CHOKRI,01,TUNIS,02,COMMUNE TUNIS,,,A
1068,CHAHED EL ADHARI SAMIRA,01,TUNIS,02,COMMUNE TUNIS,,,A
1069,CHAHED EL MUFTI FERIDA,01,TUNIS,02,COMMUNE TUNIS,,,A
1070,CHALA MOHAMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1072,CHAOUCH ABDELKADER,01,TUNIS,02,COMMUNE TUNIS,,,A
1073,CHEHATA M'HAMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1074,AOUIDA RIHAB,01,TUNIS,02,COMMUNE TUNIS,,,A
1075,MOALLA  ISSAM,01,TUNIS,02,COMMUNE TUNIS,,,A
1076,CHEOUR SOUFIENE,01,TUNIS,02,COMMUNE TUNIS,,,A
1077,CHICHTI RACHED,01,TUNIS,02,COMMUNE TUNIS,,,A
1078,CHOUIKHA AROUA BEN MARZOUK,01,TUNIS,02,COMMUNE TUNIS,,,A
1079,DARGHOUTH MOHAMED EL MAHDI,01,TUNIS,02,COMMUNE TUNIS,,,A
1081,DARGHOUTH GHALIA WASSILA,01,TUNIS,02,COMMUNE TUNIS,,,A
1082,BEN JEMAA HAJER,01,TUNIS,02,COMMUNE TUNIS,,,A
1083,DARGHOUTH RADHI,01,TUNIS,02,COMMUNE TUNIS,,,A
1085,DJAAIT MOHAMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1087,TELMCANI NEJIBA EP DJAIBI,01,TUNIS,02,COMMUNE TUNIS,,,A
1089,MESTIRI KHEDIJA EP ZELIZI,01,TUNIS,02,COMMUNE TUNIS,,,A
1090,EL ABASSI BHOURI KAMILIA,01,TUNIS,02,COMMUNE TUNIS,,,A
1091,EL FERKTAJI REMEKI DALANDA,01,TUNIS,02,COMMUNE TUNIS,,,A
1095,ENNEIFER AHMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1096,EL MOKHTAR NABILA ENNEIFER,01,TUNIS,02,COMMUNE TUNIS,,,A
1097,FAKHFAKH LEILA EP KRICHEN,01,TUNIS,02,COMMUNE TUNIS,,,A
1100,FAKHFAKH ALI,01,TUNIS,02,COMMUNE TUNIS,,,A
1101,FAZAA HEDI,01,TUNIS,02,COMMUNE TUNIS,,,A
1102,FENNIRA TAOUFIK,01,TUNIS,02,COMMUNE TUNIS,,,A
1104,FRIKHA CHOKRI,01,TUNIS,02,COMMUNE TUNIS,,,A
1110,GRINA HABIBA,01,TUNIS,02,COMMUNE TUNIS,,,A
1111,RATEL RIM,01,TUNIS,02,COMMUNE TUNIS,,,A
1112,HACHICHA DORRA EP FOURATI,01,TUNIS,02,COMMUNE TUNIS,,,A
1114,BEN MARZOUK IBTISSEM,01,TUNIS,02,COMMUNE TUNIS,,,A
1116,HAMADA OUM EL KHIR,01,TUNIS,02,COMMUNE TUNIS,,,A
1117,LAHMAR HAMDI,01,TUNIS,02,COMMUNE TUNIS,,,A
1118,HAMDI TAOUFIK,01,TUNIS,02,COMMUNE TUNIS,,,A
1119,MAKNI MALEK,01,TUNIS,02,COMMUNE TUNIS,,,A
1120,BESBES KALLEL BEYA,01,TUNIS,02,COMMUNE TUNIS,,,A
1123,FENDRI CHEDLY,01,TUNIS,02,COMMUNE TUNIS,,,A
1125,HMAIDI LATIFA,01,TUNIS,02,COMMUNE TUNIS,,,A
1126,KARRAY AHMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1127,ISMAIL GHASSEN,01,TUNIS,02,COMMUNE TUNIS,,,A
1128,JAMMALI RACHIDA,01,TUNIS,02,COMMUNE TUNIS,,,A
1129,KAMMOUN NARJES,01,TUNIS,02,COMMUNE TUNIS,,,A
1130,JARAYA ADEL,01,TUNIS,02,COMMUNE TUNIS,,,A
1131,JAZI KHALED,01,TUNIS,02,COMMUNE TUNIS,,,A
1132,CHERIF SONIA,01,TUNIS,02,COMMUNE TUNIS,,,A
1133,LAGHOUENEM BELGACEM,01,TUNIS,02,COMMUNE TUNIS,,,A
1135,KAMMOUN MOHAMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1136,KARRAY NADA,01,TUNIS,02,COMMUNE TUNIS,,,A
1137,KECHRID MOUNIR,01,TUNIS,02,COMMUNE TUNIS,,,A
1138,KESSENTINI MOHAMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1139,KHABTHANI TAOUFIK,01,TUNIS,02,COMMUNE TUNIS,,,A
1140,HICHERI SADRI ET SORAYA,01,TUNIS,02,COMMUNE TUNIS,,,A
1141,KHESSAIRI HABIB,01,TUNIS,02,COMMUNE TUNIS,,,A
1142,KRIFA ZEINEB EP BAHRI,01,TUNIS,02,COMMUNE TUNIS,,,A
1143,PHARMACIE KSOURI,01,TUNIS,02,COMMUNE TUNIS,,,A
1144,DRIRA OTHMAN,01,TUNIS,02,COMMUNE TUNIS,,,A
1146,LABBENE IDIR LEILA,01,TUNIS,02,COMMUNE TUNIS,,,A
1147,LAKHOUA ELYES,01,TUNIS,02,COMMUNE TUNIS,,,A
1148,LAKHOUA NAJAH SARRA,01,TUNIS,02,COMMUNE TUNIS,,,A
1149,LANDOULSI BOUTHAINA,01,TUNIS,02,COMMUNE TUNIS,,,A
1152,LAZRAG MALIKA,01,TUNIS,02,COMMUNE TUNIS,,,A
1153,MAHJOUB SONIA,01,TUNIS,02,COMMUNE TUNIS,,,A
1154,ABBES EMNA,01,TUNIS,02,COMMUNE TUNIS,,,A
1157,MAALEJ ELLOUMI RIM,01,TUNIS,02,COMMUNE TUNIS,,,A
1158,MAALEJ MOHAMED NAJIB,01,TUNIS,02,COMMUNE TUNIS,,,A
1159,MAALLOUCH MOHAMED FAOUZI,01,TUNIS,02,COMMUNE TUNIS,,,A
1160,CHOUIKHA MED ABDELWAHEB,01,TUNIS,02,COMMUNE TUNIS,,,A
1161,MAHREZ ALIA,01,TUNIS,02,COMMUNE TUNIS,,,A
1164,CHEMLI FAOUZI,01,TUNIS,02,COMMUNE TUNIS,,,A
1165,BELKAID REJEB,01,TUNIS,02,COMMUNE TUNIS,,,A
1166,MEJRI M'SAHLI LASSAAD,01,TUNIS,02,COMMUNE TUNIS,,,A
1167,CHAMARI HANEN EP MEKKI,01,TUNIS,02,COMMUNE TUNIS,,,A
1169,MEMMI EL AIEB  AFEF,01,TUNIS,02,COMMUNE TUNIS,,,A
1171,SAYAH NESRINE,01,TUNIS,02,COMMUNE TUNIS,,,A
1173,MOKADDEM MOHAMED LASSAAD,01,TUNIS,02,COMMUNE TUNIS,,,A
1174,MOUAFFAK AHLEM,01,TUNIS,02,COMMUNE TUNIS,,,A
1175,MRABET MILEDI NEDRA,01,TUNIS,02,COMMUNE TUNIS,,,A
1176,BEN AYED JARRAYA AMEL,01,TUNIS,02,COMMUNE TUNIS,,,A
1179,OUAHCHI SAMI LOTFI,01,TUNIS,02,COMMUNE TUNIS,,,A
1180,OUERGHI ABDELMAJID,01,TUNIS,02,COMMUNE TUNIS,,,A
1181,OUERTANI REGAYA SAMIRA,01,TUNIS,02,COMMUNE TUNIS,,,A
1182,KASBI MOHAMED HEDI,01,TUNIS,02,COMMUNE TUNIS,,,A
1183,ARIANE  DORRA,01,TUNIS,02,COMMUNE TUNIS,,,A
1185,ROUISSI BEN NEJIMA SAIDA,01,TUNIS,02,COMMUNE TUNIS,,,A
1186,BSILA ALI,01,TUNIS,02,COMMUNE TUNIS,,,A
1187,KHARRAZ MYRIAM EP CHELBI,01,TUNIS,02,COMMUNE TUNIS,,,A
1188,SANAA AMEL,01,TUNIS,02,COMMUNE TUNIS,,,A
1189,SARRAY RADHIA,01,TUNIS,02,COMMUNE TUNIS,,,A
1190,SELMANE MOHAMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1192,BEN CHAABANE MOHAMED SALAH,01,TUNIS,02,COMMUNE TUNIS,,,A
1195,SNOUSSI HOUDA BEN OTHMAN,01,TUNIS,02,COMMUNE TUNIS,,,A
1199,TAABOURI MAROUANE,01,TUNIS,02,COMMUNE TUNIS,,,A
1201,TABKA RACHED,01,TUNIS,02,COMMUNE TUNIS,,,A
1203,TAMBOURA SOUHEIL,01,TUNIS,02,COMMUNE TUNIS,,,A
1204,TRABELSI ABDELWAHEB,01,TUNIS,02,COMMUNE TUNIS,,,A
1205,TRABELSI ADLENE,01,TUNIS,02,COMMUNE TUNIS,,,A
1206,TRITAR AHMED,01,TUNIS,02,COMMUNE TUNIS,,,A
1207,TURKI SIHEM,01,TUNIS,02,COMMUNE TUNIS,,,A
1208,KHABTHANI FAROUK,01,TUNIS,02,COMMUNE TUNIS,,,A
1209,ZAHAR MOHAMED TAHAR,01,TUNIS,02,COMMUNE TUNIS,,,A
1211,GHORBEL SALIMA,01,TUNIS,02,COMMUNE TUNIS,,,A
1213,ZOUARI MALEK,01,TUNIS,02,COMMUNE TUNIS,,,A
1214,ZOUARI MOURAD,01,TUNIS,02,COMMUNE TUNIS,,,A
1218,SASSI KHALED,01,TUNIS,02,COMMUNE TUNIS,,,A
1394,LABOUP MARYSE EVELYNE EPNAOUAR,01,TUNIS,02,COMMUNE TUNIS,,,A
1404,BEN SLIMANE DORSAF,01,TUNIS,02,COMMUNE TUNIS,,,A
1436,SAHLI BOUTHEINA EP ACHOUR,01,TUNIS,02,COMMUNE TUNIS,,,A
1437,BEN CHEIKH BOUBAKER TAREK,01,TUNIS,02,COMMUNE TUNIS,,,A
1444,GUENAIEN LOTFI,01,TUNIS,02,COMMUNE TUNIS,,,A
1497,KAMMOUN MAHMOUD,01,TUNIS,02,COMMUNE TUNIS,,,A
1564,JAZI SAMIA,01,TUNIS,02,COMMUNE TUNIS,,,A
1591,BEN HTIRA SALWA EP BEN ABDALLA,01,TUNIS,02,COMMUNE TUNIS,,,A
1668,CHENCHAH HEDIA EP BEN HAMZA,01,TUNIS,02,COMMUNE TUNIS,,,A
1703,JERADI SAMIR,01,TUNIS,02,COMMUNE TUNIS,,,A
1709,BOUDHRAA NEJIBA EP KHIARI,01,TUNIS,02,COMMUNE TUNIS,,,A
1853,BELKAHIA SIHEM,01,TUNIS,02,COMMUNE TUNIS,,,A
1942,FRINI CHAKER,01,TUNIS,02,COMMUNE TUNIS,,,A
2111,RIAHI MOHAMED TAOUFIK,01,TUNIS,02,COMMUNE TUNIS,,,A
2188,LAOUANI CHERIFA,01,TUNIS,02,COMMUNE TUNIS,,,A
2297,KAMOUN REKAYA EP KALLEL,01,TUNIS,02,COMMUNE TUNIS,,,A
1004,BAKLOUTI JALELEDDINE,01,TUNIS,01,LA GOULETTE,,,A
1071,CHALFOUH ABDELHAMID,01,TUNIS,01,LA GOULETTE,,,A
1103,FERAH SLIM,01,TUNIS,01,LA GOULETTE,,,A
1106,ESCHADELY SADRI,01,TUNIS,01,LA GOULETTE,,,A
1191,SMAOUI AMEL HAMDI,01,TUNIS,01,LA GOULETTE,,,A
1198,SOUAI DHAOU CHELBIA,01,TUNIS,01,LA GOULETTE,,,A
1216,KLIBI MONIA,01,TUNIS,01,LA GOULETTE,,,A
2154,AZZOUZI FERIEL,01,TUNIS,01,LA GOULETTE,,,A
2193,BEL HEDI SAMIA,01,TUNIS,01,LA GOULETTE,,,A
2194,HAMOUDA NAJET,01,TUNIS,01,LA GOULETTE,,,A
2235,TOUNEKTI SONIA,01,TUNIS,01,LA GOULETTE,,,A
2253,KASTALLI NAJOUA,01,TUNIS,01,LA GOULETTE,,,A
1018,BELKHOUJA LAAOUITI EYA,01,TUNIS,20,LA MARSA,,,A
1036,BOUAZIZ LOBNA,01,TUNIS,20,LA MARSA,,,A
1044,RAIS IBTISSEM EP ZOUITEN,01,TUNIS,20,LA MARSA,,,A
1052,BEN AYED FARAH,01,TUNIS,20,LA MARSA,,,A
1086,DJAAIT ZEINEB ep BARAKAT,01,TUNIS,20,LA MARSA,,,A
1092,EL MAOUSILI MEHERZI IBTISSEM,01,TUNIS,20,LA MARSA,,,A
1094,NAJAR ZIED,01,TUNIS,20,LA MARSA,,,A
1099,EZZINE IMENE EP GHANNOUCHI,01,TUNIS,20,LA MARSA,,,A
1105,BEN MARZOUK BASMA,01,TUNIS,20,LA MARSA,,,A
1122,HBABOU FAIKA EP GHARIANI,01,TUNIS,20,LA MARSA,,,A
1155,LOUZIR BEN MESSAOUD AIDA,01,TUNIS,20,LA MARSA,,,A
1168,MELLOULI MABROUK  DONIA,01,TUNIS,20,LA MARSA,,,A
1210,PHARMACIE ZEMERLI,01,TUNIS,20,LA MARSA,,,A
1212,BEN SLAMA LEILA ZOUARI,01,TUNIS,20,LA MARSA,,,A
1409,CHAMAKH JALILA EP SEBBAGH,01,TUNIS,20,LA MARSA,,,A
1430,BENZARTI LATIFA EP CHAYATA,01,TUNIS,20,LA MARSA,,,A
1547,DARGOUTH    MANOUBI,01,TUNIS,20,LA MARSA,,,A
1660,FARHAT ALI,01,TUNIS,20,LA MARSA,,,A
1726,BEN FADHLOUN SAMI,01,TUNIS,20,LA MARSA,,,A
1763,KAHIA SLIMANE,01,TUNIS,20,LA MARSA,,,A
2001,MGHANEM HOUDA,01,TUNIS,20,LA MARSA,,,A
2122,BEN YAHIA AMEL,01,TUNIS,20,LA MARSA,,,A
2170,CHINE HOUYEM,01,TUNIS,20,LA MARSA,,,A
2177,CHEKIR AIDA,01,TUNIS,20,LA MARSA,,,A
2263,ROKBI HELA,01,TUNIS,20,LA MARSA,,,A
 998,MESTIRI ATEF SOUAD EP AYARI,01,TUNIS,17,LE BARDO,,,A
1000,TURKI MAJED,01,TUNIS,17,LE BARDO,,,A
1005,BASTI LATIFA EP YOUSSFI,01,TUNIS,17,LE BARDO,,,A
1027,BEN GHACHEM AZZA BEN JAAFAR,01,TUNIS,17,LE BARDO,,,A
