"CODE_OF,C,4","LIB_OF,C,30","CODE_G,C,2","LIB_G,C,15","CODE_D,C,2","LIB_D,C,25","CODE_C,C,2","LIB_C,C,25","CATEGORIE,C,1"
2218,KARMI TAKIEDDINE,13,SIDI BOUZID,,,11,SOUK JDID,B
1972,BEN BOUSLAH MARWA,10,SILIANA,,,06,BARGOU,B
1689,HAMMADI KHALED,10,SILIANA,,,02,BOU ARADA,B
  98,BEN AOUN KHALED,10,SILIANA,,,07,BOUROUIS,B
1746,YOUNES MOHAMED KARIM,10,SILIANA,,,04,GAAFOUR,B
2275,CHAMKHI FAROUK,10,SILIANA,,,08,KESRA,B
1498,SEDIRI HAYKEL,10,SILIANA,,,05,KRIB,B
1675,ABIDI AYMEN,10,SILIANA,,,09,MAKTHAR,B
1920,MAHDOUANI MANEL,10,SILIANA,,,10,ROUHIA,B
2144,JEBALI ABIR,10,SILIANA,,,01,SILIANA,B
1300,BACCOUCHE BECHIR,14,SOUSSE,,,09,AKOUDA,B
1241,DRISS DHOUHA EP BOUZID,14,SOUSSE,,,14,BOUFICHA,B
2226,AMRI WASSIM,14,SOUSSE,,,18,CHATT MARIEM,B
1246,KENANI RAMZI,14,SOUSSE,,,13,ENFIDHA,B
1433,BLEL SAIDA,14,SOUSSE,,,03,EZ-ZOUHOUR,B
2239,GOUBAA WALID,14,SOUSSE,,,17,GRIMET HICHER,B
1270,MEDDEB ABDELHAMID,14,SOUSSE,,,07,HAMMAM SOUSSE,B
1414,LEJMI MOHAMED ALI,14,SOUSSE,,,11,HERGLA,B
1256,SAKKA NAWEL,14,SOUSSE,,,10,KALAA KEBIRA,B
2302,FRADI WALID,14,SOUSSE,,,10,KALAA KEBIRA,B
1276,DIMASSI SALMA,14,SOUSSE,,,08,KALAA SGHIRA,B
1615,BEL HADJ JRAD MOHAMED TAHAR,14,SOUSSE,,,16,KONDAR,B
1451,LAHMAR AFEF,14,SOUSSE,,,02,KSIBA THRAYET,B
1251,BEN MOUSSA MUSTAPHA,14,SOUSSE,,,05,M'SAKEN,B
2114,SAKLI ABDALLAH,14,SOUSSE,,,05,M'SAKEN,B
1457,MASMOUDI MOHAMED SABER,14,SOUSSE,,,06,MESSAADINE,B
1324,BOUHAFA LAMIA EP BEN ROMDHANE,14,SOUSSE,,,12,SIDI BOU ALI,B
2104,BEN ELHENI IMENE,14,SOUSSE,,,15,SIDI EL HANI,B
1250,BEN MEDDEB ABDELLATIF,14,SOUSSE,,,01,SOUSSE,B
1314,KHELIFA NEJI,14,SOUSSE,,,01,SOUSSE,B
1628,BRAHAM AIDA EP M'SELMI,14,SOUSSE,,,01,SOUSSE,B
1963,HAMDI LEILA,14,SOUSSE,,,01,SOUSSE,B
1309,OUESLATI IMED,14,SOUSSE,,,04,ZAOUIET SOUSSE,B
1922,LAZHAR MOHAMED,23,TATAOUINE,,,06,BIR LAHMAR,B
1757,MANITA AHMED,23,TATAOUINE,,,02,GHOMRASSEN,B
1341,KRIMI NIZAR,23,TATAOUINE,,,01,TATAOUINE,B
1861,MALLEK   MOUADH,23,TATAOUINE,,,01,TATAOUINE,B
1744,TABBABI WALID,19,TOZEUR,,,02,DEGUECHE,B
2207,SHIMI MOUIN,19,TOZEUR,,,03,HAMET JERID,B
1749,DARDOURI CYRINE,19,TOZEUR,,,05,NEFTA,B
1297,KHAYATI NEJAH,19,TOZEUR,,,01,TOZEUR,B
1259,BOUHAJEB HOSNI,01,TUNIS,,,05,CARTHAGE,B
1438,SADDEM ABDERRAZEK,01,TUNIS,,,03,LA GOULETTE,B
1253,BACH HAMBA SFAIHI MAHMOUD,01,TUNIS,,,04,LA MARSA,B
1822,ANNABI GHAIET EL MOUNA,01,TUNIS,,,04,LA MARSA,B
1245,GUIGA MAHER,01,TUNIS,,,02,LE BARDO,B
1888,MELIANI SAIDA  EP BALTI,01,TUNIS,,,02,LE BARDO,B
1265,DEBBICHE MOHAMED MONDHER,01,TUNIS,,,07,LE KRAM,B
1914,ZOUARI ABDESSATTAR,01,TUNIS,,,07,LE KRAM,B
1287,HAOUISSA MOHAMED SALAH,01,TUNIS,,,06,SIDI BOUSAID,B
1616,MACHAT HAIFA,01,TUNIS,,,08,SIDI HASSINE,B
1807,MASMOUDI MOLKA,01,TUNIS,,,08,SIDI HASSINE,B
1108,BOUBAYE HOUSSEM,01,TUNIS,,,01,TUNIS,B
1249,KILANI MERIEM,01,TUNIS,,,01,TUNIS,B
1254,BEN YAHIA MARIEM,01,TUNIS,,,01,TUNIS,B
1266,DEBBICHE SOUFIA,01,TUNIS,,,01,TUNIS,B
1284,KARRAY ZIED,01,TUNIS,,,01,TUNIS,B
1292,JENAN HOSNIA,01,TUNIS,,,01,TUNIS,B
1293,KARRAY SLIM,01,TUNIS,,,01,TUNIS,B
1295,KHABTHANI RACHED,01,TUNIS,,,01,TUNIS,B
1299,KOLSI IMED,01,TUNIS,,,01,TUNIS,B
1307,OUAHCHI MUSTAPHA,01,TUNIS,,,01,TUNIS,B
1636,OUESLATI MOHAMED SALAH,01,TUNIS,,,01,TUNIS,B
1508,JELASSI AFEF,05,ZAGHOUAN,,,03,BIR MCHARGUA,B
1770,ZOUAOUI ABIR,05,ZAGHOUAN,,,04,FAHS,B
1903,TARDI MARIEM,05,ZAGHOUAN,,,06,JEBEL EL WAST,B
1717,SOUSSI AMIR,05,ZAGHOUAN,,,05,NADHOUR,B
2219,ELLAFI DEKRA,05,ZAGHOUAN,,,07,SAOUEF,B
2084,LATAOUI SYRINE,05,ZAGHOUAN,,,01,ZAGHOUAN,B
1718,LAOUINI HEDI,05,ZAGHOUAN,,,02,ZRIBA,B
